applicant_id,year,month,avg_balance,min_balance,overdraft_days,emi_bounces,salary_credit_flag,vendor_credit_regularity
18,2024,5,1559267.93,911251.26,3,0,1,0.79
18,2024,6,1352670.18,785587.06,2,0,0,0.72
18,2024,7,1248972.43,804526.42,1,0,1,1.0
18,2024,8,1668591.02,809619.58,0,0,1,1.0
18,2024,9,1865625.74,1070842.47,2,0,1,0.88
18,2024,10,1884052.36,1191796.39,1,0,1,0.7
18,2024,11,1184664.43,546457.84,3,0,1,0.71
18,2024,12,1379333.28,885003.86,2,0,1,0.77
19,2024,1,909616.8,720848.89,0,0,1,0.76
19,2024,2,633568.91,486985.35,3,0,0,0.95
19,2024,3,755366.65,500726.77,1,0,1,0.73
19,2024,4,700776.49,345361.04,5,1,0,0.75
19,2024,5,817663.04,425024.21,1,0,1,0.7
19,2024,6,832117.52,601929.27,1,0,1,0.97
19,2024,7,609830.05,344884.84,2,0,1,0.86
19,2024,8,904953.99,513423.77,0,0,1,0.94
19,2024,9,813960.95,393861.68,6,0,1,0.88
19,2024,10,789111.88,469764.63,0,0,0,0.9
19,2024,11,613549.03,416465.91,2,0,1,0.72
19,2024,12,773019.06,425688.91,0,0,1,0.74
20,2024,1,2119069.15,987695.89,3,1,1,0.94
20,2024,2,1456919.82,1129486.78,0,0,1,0.97
20,2024,3,1702556.58,709287.54,0,0,1,0.97
20,2024,4,1666811.78,1281673.23,0,0,1,0.84
20,2024,5,1760104.59,814097.02,0,0,1,0.88
20,2024,6,2079985.92,1105170.2,1,0,0,0.62
20,2024,7,1905008.66,1382648.65,0,0,1,0.82
20,2024,8,2003971.11,1406495.64,1,0,1,0.67
20,2024,9,1514271.07,867732.31,1,0,1,0.75
20,2024,10,1999765.5,1543392.96,2,0,1,0.9
20,2024,11,2131338.18,1451376.02,3,0,0,0.91
20,2024,12,1727663.82,952785.21,2,0,1,0.61
21,2024,1,64857.57,40498.05,2,0,1,0.93
21,2024,2,72960.81,41053.58,0,1,1,0.87
21,2024,3,69671.32,37537.76,1,0,1,0.95
21,2024,4,71741.98,42480.97,0,0,1,0.74
21,2024,5,70065.09,52094.19,0,0,1,0.94
21,2024,6,73699.44,31128.72,2,0,1,0.73
21,2024,7,67998.89,33137.87,0,0,1,0.98
21,2024,8,69618.44,50819.07,2,0,1,0.67
21,2024,9,63769.25,48760.51,3,0,0,0.72
21,2024,10,73581.09,58010.11,0,0,1,0.73
21,2024,11,66043.51,45608.2,2,0,1,0.88
21,2024,12,63822.37,48900.77,2,0,0,0.78
22,2024,1,325637.45,200258.83,2,0,1,0.98
22,2024,2,283406.47,211333.58,0,0,1,0.76
22,2024,3,252166.13,180225.23,1,0,1,0.95
22,2024,4,324731.06,166072.33,0,1,1,0.87
22,2024,5,257265.26,179685.47,3,0,1,0.68
22,2024,6,211583.31,143012.01,0,0,1,0.71
22,2024,7,261572.87,176767.99,2,0,1,0.61
22,2024,8,223125.07,149707.12,0,0,1,0.7
22,2024,9,288454.58,147578.84,0,0,1,0.66
22,2024,10,205690.87,127952.77,0,0,0,0.73
22,2024,11,293637.5,143928.06,0,0,1,0.98
22,2024,12,217507.6,149761.87,0,1,0,0.8
23,2024,1,1395655.25,756921.74,0,0,0,0.82
23,2024,2,1643794.36,1313859.57,1,0,1,0.62
23,2024,3,1504416.66,733228.41,1,0,1,0.78
23,2024,4,1533284.73,626301.33,2,0,1,0.85
23,2024,5,1811250.56,775851.18,2,0,1,0.73
23,2024,6,1729450.63,946418.26,1,0,1,0.88
23,2024,7,1494834.42,893694.18,2,0,1,0.83
23,2024,8,1505847.05,1139042.17,1,0,1,0.73
23,2024,9,1520293.1,950575.44,2,0,1,0.85
23,2024,10,1503325.87,1136569.45,2,0,1,0.94
23,2024,11,1702067.28,1322206.55,2,0,0,0.88
23,2024,12,1910682.57,873879.09,1,0,1,0.97
24,2024,1,2013674.18,1208706.85,0,0,0,0.91
24,2024,2,1521334.06,649366.89,0,0,0,0.85
24,2024,3,2249047.18,1341715.0,3,0,1,0.88
24,2024,4,1618400.62,1158445.98,0,1,1,0.87
24,2024,5,1993695.11,1006478.75,0,0,1,0.68
24,2024,6,1561886.56,1218940.89,1,0,1,0.68
24,2024,7,1651999.78,1138885.63,2,0,0,0.64
24,2024,8,2222478.24,1143003.56,0,0,0,0.89
24,2024,9,2128173.27,1050084.61,3,0,1,0.86
24,2024,10,1659660.89,780722.7,2,1,1,0.89
24,2024,11,1759376.91,1288182.76,3,0,1,0.67
24,2024,12,1944566.6,1328062.8,0,0,1,0.71
25,2024,1,1072314.53,819633.01,0,0,0,0.69
25,2024,2,993180.32,617237.0,1,0,1,0.84
25,2024,3,1114094.88,580490.03,4,0,1,0.99
25,2024,4,1298378.78,709896.27,6,0,1,0.63
25,2024,5,1373152.11,929296.92,2,0,1,0.96
25,2024,6,1102788.78,546637.68,1,0,0,0.93
25,2024,7,1004147.95,468103.35,3,0,1,0.63
25,2024,8,1039759.96,508978.44,5,0,1,0.64
25,2024,9,1009366.51,653289.89,2,0,0,0.98
25,2024,10,1314406.6,562689.94,2,0,1,0.75
25,2024,11,1085585.14,485046.91,1,0,1,0.83
25,2024,12,1010435.26,466449.17,0,0,0,0.87
26,2024,1,985364.0,475693.2,0,0,0,0.78
26,2024,2,1011606.57,657963.2,0,0,1,0.8
26,2024,3,942503.93,639308.93,0,0,1,0.63
26,2024,4,919535.79,621893.71,1,1,0,0.96
26,2024,5,858775.42,605515.21,0,0,1,0.72
26,2024,6,698058.87,480872.36,2,0,0,0.91
26,2024,7,753919.77,588867.25,1,0,1,0.71
26,2024,8,853440.16,428803.09,0,1,1,0.81
26,2024,9,989333.63,591990.13,1,0,1,0.74
26,2024,10,1002906.1,585388.38,0,0,1,0.69
26,2024,11,737590.63,411390.86,7,0,1,0.93
26,2024,12,857817.58,369489.25,3,0,1,0.86
27,2024,1,1438018.71,1086459.28,1,0,1,0.9
27,2024,2,1917480.92,1349670.45,1,0,1,0.83
27,2024,3,1246556.16,697541.6,0,0,0,0.78
27,2024,4,1412101.64,1081103.53,1,0,1,0.95
27,2024,5,1655088.04,1232244.04,1,0,1,0.65
27,2024,6,1547443.66,637100.0,1,0,1,0.64
27,2024,7,1207874.49,495918.48,0,0,1,0.8
27,2024,8,1237644.23,703405.79,2,0,1,0.7
27,2024,9,1224179.36,858216.41,2,0,1,0.74
27,2024,10,1415388.96,960111.96,3,0,1,0.88
27,2024,11,1689993.57,840539.14,0,0,1,0.73
27,2024,12,1571223.48,717823.27,1,0,1,0.94
28,2024,1,638366.85,91253.5,11,1,1,0.48
28,2024,2,453331.86,-18957.21,3,3,1,0.64
28,2024,3,672374.51,166132.1,9,2,1,0.68
28,2024,4,758478.02,196953.19,3,0,0,0.46
28,2024,5,664273.53,9421.24,4,1,1,0.47
28,2024,6,574351.83,25569.87,1,1,1,0.4
28,2024,7,612899.29,-78031.23,2,0,0,0.32
28,2024,8,446140.29,-36720.54,12,2,1,0.33
28,2024,9,469641.52,4952.75,5,0,1,0.6
28,2024,10,658548.29,179036.28,1,1,1,0.33
28,2024,11,549254.29,-85591.25,11,2,1,0.22
28,2024,12,534328.91,-14638.69,5,0,1,0.28
29,2024,1,812020.05,422870.7,1,0,0,0.81
29,2024,2,768362.52,331770.08,0,0,1,0.78
29,2024,3,958385.17,652870.21,0,0,0,0.96
29,2024,4,712468.98,372454.77,3,0,1,0.97
29,2024,5,694998.02,421557.17,2,0,1,0.67
29,2024,6,801445.48,429505.91,1,1,1,0.85
29,2024,7,770495.07,536732.56,1,0,1,0.8
29,2024,8,769368.73,569115.45,1,0,1,0.91
29,2024,9,850883.39,676839.83,3,0,0,0.92
29,2024,10,944004.98,616202.4,0,0,1,0.73
29,2024,11,810287.69,457090.23,3,0,0,0.77
29,2024,12,1016388.84,444249.67,3,0,1,0.98
30,2024,1,278617.86,136026.42,4,0,1,0.81
30,2024,2,297282.21,133861.14,1,0,1,0.64
30,2024,3,325618.72,243860.67,2,0,1,0.68
30,2024,4,313299.44,223834.1,3,0,1,0.62
30,2024,5,355228.26,145142.87,1,0,0,0.92
30,2024,6,368787.08,232127.39,0,1,1,0.76
30,2024,7,341314.35,146032.46,0,0,1,0.76
30,2024,8,396723.72,281458.71,1,0,1,0.61
30,2024,9,294865.48,150028.76,1,0,1,0.95
30,2024,10,260162.13,175976.51,0,0,1,0.67
30,2024,11,368212.64,232180.4,3,0,0,0.95
30,2024,12,349326.88,189390.98,3,0,1,0.71
31,2024,1,381687.42,-49965.14,17,2,1,0.24
31,2024,2,511614.31,113212.43,5,2,1,0.55
31,2024,3,419109.92,15643.42,8,2,0,0.28
31,2024,4,269468.79,2008.35,13,0,1,0.67
31,2024,5,579242.55,92229.87,11,1,1,0.23
31,2024,6,337620.24,-15862.58,8,0,1,0.49
31,2024,7,511762.28,-20745.76,18,2,1,0.29
31,2024,8,306800.06,1426.51,3,0,1,0.31
31,2024,9,322630.22,-19600.13,5,1,1,0.57
31,2024,10,519299.9,74480.99,9,2,0,0.54
31,2024,11,297235.6,-57550.87,12,2,1,0.48
31,2024,12,309596.29,48312.94,9,0,1,0.34
32,2024,1,1080609.48,535726.26,0,0,1,0.94
32,2024,2,1174098.3,611346.21,3,0,1,0.71
32,2024,3,819924.2,559389.66,0,0,1,0.85
32,2024,4,1069499.56,758860.59,2,0,1,0.91
32,2024,5,832989.04,404255.39,0,0,1,0.67
32,2024,6,905659.44,509119.5,1,0,1,0.8
32,2024,7,835820.6,641343.19,0,0,1,0.77
32,2024,8,950565.51,650557.65,1,0,0,0.64
32,2024,9,799660.77,552968.58,0,0,1,0.99
32,2024,10,1183447.02,927721.11,0,0,1,0.87
32,2024,11,773353.42,532541.34,0,0,1,0.6
32,2024,12,1196719.23,535776.12,3,0,1,0.72
33,2024,1,459471.28,202731.8,0,0,1,0.83
33,2024,2,594667.6,324270.07,3,1,1,0.72
33,2024,3,688038.62,333804.88,4,0,1,0.89
33,2024,4,586486.95,387441.44,0,0,1,0.73
33,2024,5,710353.71,474262.08,1,0,1,0.99
33,2024,6,636044.97,371066.39,3,0,1,0.62
33,2024,7,609956.85,327092.27,1,0,1,0.67
33,2024,8,642316.69,443731.33,1,0,0,0.82
33,2024,9,643406.09,361897.64,3,0,1,0.83
33,2024,10,619060.67,349629.31,1,0,1,0.61
33,2024,11,633562.94,304938.52,1,0,1,1.0
33,2024,12,535774.86,227849.47,3,0,1,0.72
34,2024,1,1156462.84,794387.82,1,0,0,0.93
34,2024,2,1402841.07,1027983.2,2,0,1,0.9
34,2024,3,1114646.61,555525.31,1,1,0,0.81
34,2024,4,1591991.43,902286.57,0,0,1,0.89
34,2024,5,1718850.55,842096.67,2,0,1,0.61
34,2024,6,1561182.66,980821.76,4,0,1,0.96
34,2024,7,1266734.93,585003.81,0,0,1,0.88
34,2024,8,1449168.43,1081214.05,1,0,0,0.97
34,2024,9,1123190.72,662580.07,1,0,1,0.71
34,2024,10,1350434.58,778737.17,5,0,1,0.77
34,2024,11,1143868.66,731198.71,3,0,0,0.66
34,2024,12,1266820.46,748249.55,2,0,1,0.74
35,2024,1,612586.84,-20263.05,7,2,0,0.27
35,2024,2,607440.99,174629.74,4,1,1,0.4
35,2024,3,633315.39,-58041.25,12,4,1,0.62
35,2024,4,1104693.97,-79709.67,12,0,1,0.29
35,2024,5,1104961.07,-97965.54,5,1,1,0.21
35,2024,6,979364.6,293366.07,2,1,1,0.43
35,2024,7,654177.15,117947.44,12,0,1,0.57
35,2024,8,542951.28,31203.53,14,1,0,0.27
35,2024,9,788576.99,135884.29,3,1,0,0.38
35,2024,10,946363.16,-94586.31,17,2,1,0.58
35,2024,11,1125079.87,-190223.57,8,1,1,0.6
35,2024,12,1057771.82,-295.94,8,0,1,0.66
36,2024,1,1951184.75,960410.72,3,0,0,1.0
36,2024,2,1822868.0,1020986.06,5,0,1,0.91
36,2024,3,1622264.13,1159284.96,1,0,1,0.94
36,2024,4,1665553.12,1166496.91,1,0,0,0.68
36,2024,5,2160883.83,1577058.08,0,0,1,0.89
36,2024,6,1998413.88,1266248.89,0,1,1,0.66
36,2024,7,1523627.78,1062312.05,0,0,0,0.6
36,2024,8,2202099.86,1482277.29,2,0,1,0.85
36,2024,9,1688214.65,864994.43,5,0,1,0.76
36,2024,10,1827618.73,1086969.47,1,1,1,0.82
36,2024,11,1696213.46,747031.17,1,0,1,0.81
36,2024,12,2193780.47,1480436.13,0,0,1,0.65
37,2024,1,940973.02,744213.11,3,0,1,0.85
37,2024,2,1138869.32,593328.93,1,0,0,0.93
37,2024,3,1318817.59,812064.23,1,0,1,0.69
37,2024,4,1099767.0,582088.56,3,0,1,0.89
37,2024,5,1308343.11,1041865.59,2,0,1,0.84
37,2024,6,1050180.87,724972.49,2,0,1,0.65
37,2024,7,1398621.76,580716.78,2,0,1,0.84
37,2024,8,1463184.28,981468.04,5,0,1,0.81
37,2024,9,1334940.09,546181.26,5,0,1,0.67
37,2024,10,1269903.06,850424.95,0,0,1,0.99
37,2024,11,1327692.92,917427.43,4,0,0,0.65
37,2024,12,1441790.21,1001433.53,1,0,1,0.81
38,2024,1,1591103.84,1266815.87,1,0,1,0.8
38,2024,2,1878045.23,1184675.48,2,0,1,0.81
38,2024,3,1514269.93,978604.7,0,0,0,0.96
38,2024,4,1380365.13,633110.74,0,0,0,0.79
38,2024,5,1509703.85,1062452.56,2,0,1,0.7
38,2024,6,1680039.21,1334480.52,3,0,1,0.69
38,2024,7,1946178.71,1003473.39,3,0,1,0.68
38,2024,8,1812522.46,1025712.37,0,0,1,0.77
38,2024,9,1294759.47,548049.83,3,0,0,0.8
38,2024,10,1896087.92,770342.74,0,0,1,0.66
38,2024,11,1394921.45,932633.87,2,0,1,0.69
38,2024,12,1806129.02,1196966.3,1,0,1,0.78
39,2024,1,1936362.49,995353.08,1,0,1,0.8
39,2024,2,2144131.18,1223084.92,0,0,1,0.76
39,2024,3,1357602.77,548675.99,1,0,1,0.82
39,2024,4,1934320.43,1352314.27,1,0,1,0.68
39,2024,5,1587132.72,1221441.32,2,0,1,0.78
39,2024,6,1851780.35,887152.62,1,0,1,0.79
39,2024,7,2110682.51,921410.61,0,0,1,1.0
39,2024,8,1842147.47,753960.67,0,0,0,0.68
39,2024,9,2090607.07,1481122.86,0,0,1,0.86
39,2024,10,1419155.95,729766.39,3,0,1,0.9
39,2024,11,1677666.81,1316207.51,0,0,1,0.93
39,2024,12,1507230.3,1181910.62,1,0,1,0.69
40,2024,1,1328644.57,1005443.94,2,1,0,0.88
40,2024,2,913407.74,486574.14,0,0,1,0.77
40,2024,3,1003845.52,619300.54,1,1,1,0.96
40,2024,4,1229134.4,945137.04,4,0,1,0.82
40,2024,5,1034178.11,522889.96,0,0,1,0.62
40,2024,6,1243454.57,747745.89,1,0,1,0.76
40,2024,7,1030945.9,623311.54,1,1,1,0.83
40,2024,8,1053739.22,759625.88,0,0,0,0.98
40,2024,9,1063686.7,797707.76,2,0,1,0.74
40,2024,10,995676.17,442915.78,2,0,1,0.93
40,2024,11,1357532.81,816911.06,1,0,1,0.63
40,2024,12,1081589.11,566900.38,1,1,1,0.85
41,2024,1,61679.87,29900.86,1,0,1,0.76
41,2024,2,59941.05,37950.81,3,0,1,0.86
41,2024,3,45861.36,20468.7,1,0,1,0.74
41,2024,4,55830.51,37531.04,3,0,1,0.88
41,2024,5,51574.25,31000.43,0,0,0,0.97
41,2024,6,57480.8,23967.31,1,0,0,0.93
41,2024,7,46768.91,22761.02,1,0,1,0.65
41,2024,8,58063.03,23254.69,1,0,1,0.93
41,2024,9,41087.47,30611.92,2,0,1,0.67
41,2024,10,46034.92,27964.53,5,0,1,0.64
41,2024,11,45812.49,23718.11,0,1,1,0.74
41,2024,12,43457.71,23897.96,2,0,1,0.62
42,2024,1,1255996.38,787863.6,1,1,0,0.83
42,2024,2,1580205.25,868276.8,0,0,1,0.95
42,2024,3,1505604.2,1047716.85,2,0,1,0.84
42,2024,4,1413095.82,611296.16,0,0,1,0.77
42,2024,5,1065518.46,431095.19,1,1,1,0.72
42,2024,6,1195558.53,556143.31,4,0,1,0.93
42,2024,7,1534462.83,1093404.99,0,0,1,0.97
42,2024,8,1664615.09,733371.61,0,0,0,0.77
42,2024,9,1197896.78,546479.16,2,0,1,0.9
